4,4,0,0,0,0.9296875,0.027,49,83,469,0.004,120160,Infinity,0.027,49,83,469,0.005,119712,0.3712121212121212,0.027,49,83,469,0.005,117324
4,4,0,0,0.1,1.0,0.027,66,162,831,0.003,118888,3.122703287191919,0.027,66,162,831,0.008,122500,2.4981561266394463,0.027,66,162,831,0.009,120420
4,4,0,0,0.2,1.0,0.027,66,162,831,0.002,119680,1.5535557609110926,0.03,66,162,831,0.009,117316,1.2687167426676687,0.027,66,162,831,0.008,118516
4,4,0,0,0.3,1.0,0.027,66,162,831,0.003,118320,1.3711022540308786,0.027,66,162,831,0.008,120732,1.1355017932967348,0.027,66,162,831,0.008,120084
4,4,0,0,0.4,1.0,0.027,66,162,831,0.004,119480,1.4425681760949576,0.028,66,162,831,0.008,115776,1.2020664090420516,0.027,66,162,831,0.009,118820
4,4,0,0,0.5,1.0,0.027,66,162,759,0.003,120924,1.6230535194160856,0.029,66,162,759,0.012,118956,1.3559563693612606,0.03,66,162,759,0.011,117236
4,4,0,0,0.6,1.0,0.027,66,162,831,0.003,116220,1.9192092908929843,0.027,66,162,831,0.008,119700,1.6054863156932973,0.027,66,162,831,0.009,121072
4,4,0,0,0.7,1.0,0.026,66,162,831,0.003,117500,2.431170368088283,0.027,66,162,831,0.008,121784,2.035953758294455,0.028,66,162,831,0.009,119432
4,4,0,0,0.8,1.0,0.027,66,162,831,0.003,116504,3.4813940977666022,0.027,66,162,831,0.008,119988,2.9193875342895006,0.027,66,162,831,0.008,117720
4,4,0,0,0.9,1.0,0.029,66,162,831,0.002,121352,6.683416057274248,0.027,66,162,831,0.009,116636,5.615121039983369,0.027,66,162,831,0.009,118920
4,4,0,0,1,0.015625,0.028,66,100,568,0.003,119480,Infinity,0.027,66,100,568,0.008,117972,0.0,0.027,66,100,568,0.008,116840
4,4,0.1,0,0,0.9296875,0.027,49,83,469,0.003,120548,Infinity,0.031,49,83,469,0.005,117080,0.3712121212121212,0.028,49,83,469,0.005,118220
4,4,0.1,0,0.1,1.0,0.027,66,162,831,0.003,116140,3.122703287191919,0.027,66,162,831,0.008,120948,2.4981561266394463,0.028,66,162,831,0.008,117556
4,4,0.1,0,0.2,1.0,0.027,66,162,831,0.002,124624,1.5535557609110926,0.027,66,162,831,0.008,118508,1.2687167426676687,0.027,66,162,831,0.008,116884
4,4,0.1,0,0.3,1.0,0.027,66,162,831,0.003,118776,1.3711022540308786,0.027,66,162,831,0.008,117052,1.1355017932967348,0.035,66,162,831,0.011,117316
4,4,0.1,0,0.4,1.0,0.028,66,162,831,0.002,120592,1.4425681760949576,0.031,66,162,831,0.012,116680,1.2020664090420516,0.029,66,162,831,0.009,117616
4,4,0.1,0,0.5,1.0,0.027,66,162,759,0.002,120660,1.6230535194160856,0.027,66,162,759,0.008,116920,1.3559563693612606,0.027,66,162,759,0.008,121232
4,4,0.1,0,0.6,1.0,0.029,66,162,831,0.004,122176,1.9192092908929843,0.028,66,162,831,0.008,122224,1.6054863156932973,0.027,66,162,831,0.008,121500
4,4,0.1,0,0.7,1.0,0.027,66,162,831,0.003,119752,2.431170368088283,0.027,66,162,831,0.008,117088,2.035953758294455,0.028,66,162,831,0.009,122272
4,4,0.1,0,0.8,1.0,0.027,66,162,831,0.003,119416,3.4813940977666022,0.031,66,162,831,0.009,118020,2.9193875342895006,0.026,66,162,831,0.009,119508
4,4,0.1,0,0.9,1.0,0.026,66,162,831,0.003,118192,6.683416057274248,0.027,66,162,831,0.008,117188,5.615121039983369,0.027,66,162,831,0.009,121756
4,4,0.1,0,1,0.015625,0.028,66,100,568,0.003,116472,Infinity,0.028,66,100,568,0.008,118888,0.0,0.027,66,100,568,0.008,123676
4,4,0.2,0,0,0.9296875,0.027,49,83,469,0.004,116140,Infinity,0.027,49,83,469,0.005,117408,0.3712121212121212,0.027,49,83,469,0.005,117996
4,4,0.2,0,0.1,1.0,0.027,66,162,831,0.003,114728,3.122703287191919,0.026,66,162,831,0.009,116804,2.4981561266394463,0.027,66,162,831,0.008,118348
4,4,0.2,0,0.2,1.0,0.026,66,162,831,0.002,118588,1.5535557609110926,0.027,66,162,831,0.008,120448,1.2687167426676687,0.036,66,162,831,0.009,121820
4,4,0.2,0,0.3,1.0,0.027,66,162,831,0.003,116640,1.3711022540308786,0.027,66,162,831,0.009,116460,1.1355017932967348,0.027,66,162,831,0.009,115696
4,4,0.2,0,0.4,1.0,0.027,66,162,831,0.002,122648,1.4425681760949576,0.03,66,162,831,0.008,119824,1.2020664090420516,0.027,66,162,831,0.009,119204
4,4,0.2,0,0.5,1.0,0.027,66,162,759,0.003,124520,1.6230535194160856,0.037,66,162,759,0.009,117248,1.3559563693612606,0.027,66,162,759,0.009,119480
4,4,0.2,0,0.6,1.0,0.027,66,162,831,0.003,119844,1.9192092908929843,0.027,66,162,831,0.008,119496,1.6054863156932973,0.027,66,162,831,0.008,122608
4,4,0.2,0,0.7,1.0,0.027,66,162,831,0.003,119400,2.431170368088283,0.027,66,162,831,0.007,121676,2.035953758294455,0.027,66,162,831,0.009,116624
4,4,0.2,0,0.8,1.0,0.027,66,162,831,0.002,118952,3.4813940977666022,0.027,66,162,831,0.008,116928,2.9193875342895006,0.026,66,162,831,0.009,118816
4,4,0.2,0,0.9,1.0,0.03,66,162,831,0.002,121188,6.683416057274248,0.027,66,162,831,0.008,121884,5.615121039983369,0.027,66,162,831,0.009,117748
4,4,0.2,0,1,0.015625,0.027,66,100,568,0.003,118804,Infinity,0.027,66,100,568,0.007,119040,0.0,0.027,66,100,568,0.008,118448
4,4,0.3,0,0,0.9296875,0.028,49,83,469,0.003,116832,Infinity,0.027,49,83,469,0.005,118668,0.3712121212121212,0.027,49,83,469,0.005,121352
4,4,0.3,0,0.1,1.0,0.027,66,162,831,0.002,118628,3.122703287191919,0.027,66,162,831,0.008,120056,2.4981561266394463,0.028,66,162,831,0.009,118392
4,4,0.3,0,0.2,1.0,0.027,66,162,831,0.003,118060,1.5535557609110926,0.027,66,162,831,0.007,116248,1.2687167426676687,0.027,66,162,831,0.008,119736
4,4,0.3,0,0.3,1.0,0.029,66,162,831,0.004,119368,1.3711022540308786,0.027,66,162,831,0.008,120416,1.1355017932967348,0.027,66,162,831,0.009,116860
4,4,0.3,0,0.4,1.0,0.027,66,162,831,0.003,124628,1.4425681760949576,0.027,66,162,831,0.008,121628,1.2020664090420516,0.03,66,162,831,0.009,121288
4,4,0.3,0,0.5,1.0,0.027,66,162,759,0.003,119784,1.6230535194160856,0.027,66,162,759,0.007,121200,1.3559563693612606,0.027,66,162,759,0.008,122544
4,4,0.3,0,0.6,1.0,0.027,66,162,831,0.002,123596,1.9192092908929843,0.027,66,162,831,0.008,119912,1.6054863156932973,0.028,66,162,831,0.009,118724
4,4,0.3,0,0.7,1.0,0.027,66,162,831,0.003,121584,2.431170368088283,0.027,66,162,831,0.008,119648,2.035953758294455,0.027,66,162,831,0.009,120184
4,4,0.3,0,0.8,1.0,0.028,66,162,831,0.003,120016,3.4813940977666022,0.027,66,162,831,0.008,124748,2.9193875342895006,0.027,66,162,831,0.009,118348
4,4,0.3,0,0.9,1.0,0.027,66,162,831,0.002,125488,6.683416057274248,0.027,66,162,831,0.008,120652,5.615121039983369,0.027,66,162,831,0.009,120904
4,4,0.3,0,1,0.015625,0.031,66,100,568,0.005,119116,Infinity,0.028,66,100,568,0.008,116664,0.0,0.027,66,100,568,0.008,121892
4,4,0.4,0,0,0.9296875,0.027,49,83,469,0.003,118204,Infinity,0.027,49,83,469,0.005,128564,0.3712121212121212,0.027,49,83,469,0.005,117888
4,4,0.4,0,0.1,1.0,0.027,66,162,831,0.003,116148,3.122703287191919,0.027,66,162,831,0.008,116212,2.4981561266394463,0.027,66,162,831,0.009,118940
4,4,0.4,0,0.2,1.0,0.027,66,162,831,0.003,121136,1.5535557609110926,0.027,66,162,831,0.008,126388,1.2687167426676687,0.028,66,162,831,0.008,116360
4,4,0.4,0,0.3,1.0,0.032,66,162,831,0.004,121376,1.3711022540308786,0.039,66,162,831,0.01,119220,1.1355017932967348,0.04,66,162,831,0.009,125328
