15,10,0.1,1,0.1,1,0,0.0018204332179214732
15,10,0.1,1,0.2,1,0,0.0019369290568237896
15,10,0.1,1,0.3,1,0,0.0020754770947258964
15,10,0.1,1,0.4,1,0,0.002305662185392042
15,10,0.1,1,0.5,1,0,0.002660237751032231
15,10,0.2,1,0.1,1,0,0.001195024648573598
15,10,0.2,1,0.2,1,0,0.0012780270694299105
15,10,0.2,1,0.3,1,0,0.0013961510185609438
15,10,0.2,1,0.4,1,0,0.0015421264431015472
15,10,0.2,1,0.5,1,0,0.0017518269179904943
15,10,0.3,1,0.1,1,0,0.0011833197223641589
15,10,0.3,1,0.2,1,0,0.001287243939907625
15,10,0.3,1,0.3,1,0,0.0013735082136678033
15,10,0.3,1,0.4,1,0,0.0014827790897633225
15,10,0.3,1,0.5,1,0,0.0016424765578455522
15,10,0.4,1,0.1,1,0,9.712365190238123E-4
15,10,0.4,1,0.2,1,0,0.0010320973383676235
15,10,0.4,1,0.3,1,0,0.0011291967394653748
15,10,0.4,1,0.4,1,0,0.0012504089181849132
15,10,0.4,1,0.5,1,0,0.0013987733881564662
15,10,0.5,1,0.1,1,0,0.0010572162853538655
15,10,0.5,1,0.2,1,0,0.0011038074966062228
15,10,0.5,1,0.3,1,0,0.0011690311611833588
15,10,0.5,1,0.4,1,0,0.0012688392701058382
15,10,0.5,1,0.5,1,0,0.001412248731364553
15,10,0.1,2,0.1,1,0,0.0017277163527356346
15,10,0.1,2,0.2,1,0,0.0018471987211678262
15,10,0.1,2,0.3,1,0,0.0019964264829641395
15,10,0.1,2,0.4,1,0,0.0022212156215393585
15,10,0.1,2,0.5,1,0,0.0025546000106637214
15,10,0.2,2,0.1,1,0,0.0011272447192134686
15,10,0.2,2,0.2,1,0,0.0012242527947352608
15,10,0.2,2,0.3,1,0,0.0013530492358069966
15,10,0.2,2,0.4,1,0,0.0015011667630316964
15,10,0.2,2,0.5,1,0,0.0016963120079609081
15,10,0.3,2,0.1,1,0,0.0011872285389874998
15,10,0.3,2,0.2,1,0,0.0012487605243129071
15,10,0.3,2,0.3,1,0,0.001334669988217817
15,10,0.3,2,0.4,1,0,0.0014634359635579913
15,10,0.3,2,0.5,1,0,0.0016475403508002093
15,10,0.4,2,0.1,1,0,0.0010573484861470034
15,10,0.4,2,0.2,1,0,0.0011182579711790008
15,10,0.4,2,0.3,1,0,0.0011940406039885791
15,10,0.4,2,0.4,1,0,0.0012974127385119876
15,10,0.4,2,0.5,1,0,0.001454200804301016
15,10,0.5,2,0.1,1,0,0.0011156828431933277
15,10,0.5,2,0.2,1,0,0.0011796607649365541
15,10,0.5,2,0.3,1,0,0.0012574996881233424
15,10,0.5,2,0.4,1,0,0.0013574764602733624
15,10,0.5,2,0.5,1,0,0.0014981762480748857
15,10,0.1,3,0.1,1,0,0.0018117954956373577
