8,10,0.1,0,0,0,0,0.6562602000000628
8,10,0.1,0,0.1,0,0,1.0
8,10,0.1,0,0.2,0,0,1.0
8,10,0.1,0,0.3,0,0,1.0
8,10,0.1,0,0.4,0,0,1.0
8,10,0.1,0,0.5,0,0,1.0
8,10,0.1,0,0.6,0,0,1.0
8,10,0.1,0,0.7,0,0,1.0
8,10,0.1,0,0.8,0,0,1.0
8,10,0.1,1,0,0,0,0.7648723600000839
8,10,0.1,1,0.1,0,0,1.0
8,10,0.1,1,0.2,0,0,1.0
8,10,0.1,1,0.3,0,0,1.0
8,10,0.1,1,0.4,0,0,1.0
8,10,0.1,1,0.5,0,0,1.0
8,10,0.1,1,0.6,0,0,1.0
8,10,0.1,1,0.7,0,0,1.0
8,10,0.1,1,0.8,0,0,1.0
8,10,0.1,2,0,0,0,0.8757483200000974
8,10,0.1,2,0.1,0,0,1.0
8,10,0.1,2,0.2,0,0,1.0
8,10,0.1,2,0.3,0,0,1.0
8,10,0.1,2,0.4,0,0,1.0
8,10,0.1,2,0.5,0,0,1.0
8,10,0.1,2,0.6,0,0,1.0
8,10,0.1,2,0.7,0,0,1.0
8,10,0.1,2,0.8,0,0,1.0
8,10,0.1,3,0,0,0,0.9389460000001085
8,10,0.1,3,0.1,0,0,1.0
8,10,0.1,3,0.2,0,0,1.0
8,10,0.1,3,0.3,0,0,1.0
8,10,0.1,3,0.4,0,0,1.0
8,10,0.1,3,0.5,0,0,1.0
8,10,0.1,3,0.6,0,0,1.0
8,10,0.1,3,0.7,0,0,1.0
8,10,0.1,3,0.8,0,0,1.0
8,10,0.1,4,0,0,0,0.9969760000001132
8,10,0.1,4,0.1,0,0,1.0
8,10,0.1,4,0.2,0,0,1.0
8,10,0.1,4,0.3,0,0,1.0
8,10,0.1,4,0.4,0,0,1.0
8,10,0.1,4,0.5,0,0,1.0
8,10,0.1,4,0.6,0,0,1.0
8,10,0.1,4,0.7,0,0,1.0
8,10,0.1,4,0.8,0,0,1.0
8,10,0.1,5,0,0,0,0.7927551000000849
8,10,0.1,5,0.1,0,0,0.8322659496125783
8,10,0.1,5,0.2,0,0,0.8489674931334904
8,10,0.1,5,0.3,0,0,0.8566383083052375
8,10,0.1,5,0.4,0,0,0.8634827413863337
8,10,0.1,5,0.5,0,0,0.8715658994910677
8,10,0.1,5,0.6,0,0,0.8804918136908384
8,10,0.1,5,0.7,0,0,0.8903237995950861
8,10,0.1,5,0.8,0,0,0.9006032218082102
8,10,0.1,6,0,0,0,0.1769313000000007
8,10,0.1,6,0.1,0,0,0.20157549531300117
8,10,0.1,6,0.2,0,0,0.22700749461265882
8,10,0.1,6,0.3,0,0,0.2536956802368615
8,10,0.1,6,0.4,0,0,0.28173290298406706
8,10,0.1,6,0.5,0,0,0.3116399120857978
8,10,0.1,6,0.6,0,0,0.34341495214374096
8,10,0.1,6,0.7,0,0,0.37550028560731563
8,10,0.1,6,0.8,0,0,0.4056402661810917
8,10,0.1,7,0,0,0,0.006145660000000014
8,10,0.1,7,0.1,0,0,0.008513480353397808
8,10,0.1,7,0.2,0,0,0.0115018650159433
8,10,0.1,7,0.3,0,0,0.015241628527740561
8,10,0.1,7,0.4,0,0,0.01992078748127513
8,10,0.1,7,0.5,0,0,0.02571850012649566
8,10,0.1,7,0.6,0,0,0.03269432001124224
8,10,0.1,7,0.7,0,0,0.040710886826811225
8,10,0.1,7,0.8,0,0,0.04948492226278029
8,10,0.1,8,0,0,0,8.345999999999998E-5
8,10,0.1,8,0.1,0,0,1.0915283592988594E-4
8,10,0.1,8,0.2,0,0,1.4403962225323363E-4
8,10,0.1,8,0.3,0,0,1.9318283681801578E-4
8,10,0.1,8,0.4,0,0,2.6342417134077897E-4
8,10,0.1,8,0.5,0,0,3.6392710353300373E-4
8,10,0.1,8,0.6,0,0,5.060533737870317E-4
8,10,0.1,8,0.7,0,0,7.021415729428892E-4
8,10,0.1,8,0.8,0,0,9.631208096264976E-4
8,10,0.1,9,0,0,0,9.999999999999998E-8
8,10,0.1,9,0.1,0,0,9.999999999999998E-8
8,10,0.1,9,0.2,0,0,9.999999999999998E-8
8,10,0.1,9,0.3,0,0,9.999999999999998E-8
8,10,0.1,9,0.4,0,0,9.999999999999998E-8
8,10,0.1,9,0.5,0,0,9.999999999999998E-8
8,10,0.1,9,0.6,0,0,9.999999999999998E-8
8,10,0.1,9,0.7,0,0,9.999999999999998E-8
8,10,0.1,9,0.8,0,0,9.999999999999998E-8
8,10,0.1,10,0,0,0,9.999999999999998E-8
8,10,0.1,10,0.1,0,0,9.999999999999998E-8
8,10,0.1,10,0.2,0,0,9.999999999999998E-8
8,10,0.1,10,0.3,0,0,9.999999999999998E-8
8,10,0.1,10,0.4,0,0,9.999999999999998E-8
8,10,0.1,10,0.5,0,0,9.999999999999998E-8
8,10,0.1,10,0.6,0,0,9.999999999999998E-8
8,10,0.1,10,0.7,0,0,9.999999999999998E-8
8,10,0.1,10,0.8,0,0,9.999999999999998E-8
