8,10,0.1,1,0.1,0,0,0.006193052149101286,0.08497527874287353,5.9782805247883655,82.91763349216711
8,10,0.1,1,0.2,0,0,0.0038998275465078765,0.019635644673427915,3.7257364545807006,19.043675032390727
8,10,0.1,1,0.3,0,0,0.003908322206670742,0.009745293325933917,3.7207566161907843,9.357048489919698
8,10,0.1,1,0.4,0,0,0.004317106674720622,0.00765520292513539,4.10345099745276,7.302526020128301
8,10,0.1,1,0.5,0,0,0.004916351127099804,0.007405556815045103,4.666148441297808,7.036071412212381
8,10,0.2,1,0.1,0,0,0.0016589479032988832,0.00553196487997236,1.5891306559536589,5.522052132935811
8,10,0.2,1,0.2,0,0,0.0018058349609483015,0.003806002332685603,1.7263905027286033,3.764212855036675
8,10,0.2,1,0.3,0,0,0.002088730144370532,0.0035351176223297406,1.9964425192012585,3.444599180427338
8,10,0.2,1,0.4,0,0,0.002466652830438105,0.0038587870040884416,2.35626602969066,3.7794393865933533
8,10,0.2,1,0.5,0,0,0.0029656884073911162,0.004401074762661026,2.8298000622723642,4.264701774149786
8,10,0.3,1,0.1,0,0,0.0010538783487820723,0.0022743505412880635,0.9920572009545062,2.307071717490747
8,10,0.3,1,0.2,0,0,0.0011860650240162042,0.002188307715965807,1.1183294810755053,2.039123363669667
8,10,0.3,1,0.3,0,0,0.00136155438770961,0.0023911997702089115,1.28588884114371,2.1817614376391496
8,10,0.3,1,0.4,0,0,0.0016078299458805842,0.0026331733446644566,1.520831146574987,2.42164011627482
8,10,0.3,1,0.5,0,0,0.001958059991482098,0.0029683001489985324,1.8543587697664938,2.7594565854603648
8,10,0.4,1,0.1,0,0,8.175657933405181E-4,0.0016616080499433116,0.7618237631191779,1.6321509921855402
8,10,0.4,1,0.2,0,0,9.497971616523731E-4,0.0016935542728172374,0.889497694551859,1.6121608269297953
8,10,0.4,1,0.3,0,0,0.0011155869321277621,0.0018352382298207235,1.0489825765821499,1.7125096354454143
8,10,0.4,1,0.4,0,0,0.0013340235306943855,0.002084455807087396,1.258461993225781,1.9432154077953707
8,10,0.4,1,0.5,0,0,0.0016349816423492486,0.002446545731619079,1.5464235768212082,2.281042739977372
8,10,0.5,1,0.1,0,0,7.538129839413307E-4,0.0017512002634460988,0.703283686930559,1.6400160121927607
8,10,0.5,1,0.2,0,0,8.355892951271163E-4,0.0018204063906039176,0.7804706774937901,1.6808561215727946
8,10,0.5,1,0.3,0,0,9.614810198752475E-4,0.0019571152085007173,0.9006994495853469,1.7858699758913286
8,10,0.5,1,0.4,0,0,0.0011396684831617278,0.0021538260836521405,1.0705988052167685,1.9771962798229854
